host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,max_capacity,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
Jonathan,100,5.0,New Brighton,Staten Island,40.63651,-74.08917,Private room,2,1.0,1 private bath,1.0,51.0,37,4.65,4.59,4.62,4.84,4.32,4.54
Rahul,100,1.0,Bushwick,Brooklyn,40.6994,-73.92947,Private room,2,1.0,1 shared bath,1.0,85.0,204,4.93,4.97,4.75,4.95,4.78,4.89
Mike,39,55.0,Midtown,Manhattan,40.75087,-73.9717,Entire home/apt,2,1.0,1 bath,0.0,110.0,11,3.82,4.18,3.64,4.09,4.27,3.64
Sung Ae,100,3.0,Williamsburg,Brooklyn,40.70862,-73.96722,Entire home/apt,5,2.0,2 baths,3.0,165.0,74,4.53,4.68,4.32,4.8,4.74,4.46
Lakisha,98,8.0,Bushwick,Brooklyn,40.68604,-73.91335,Private room,3,1.0,1 shared bath,1.0,90.0,36,4.69,4.78,4.83,4.86,4.61,4.69
Rommana,99,4.0,Maspeth,Queens,40.7378,-73.89874,Private room,2,1.0,1 shared bath,1.0,85.0,41,4.78,4.88,4.88,4.9,4.66,4.8
Kelly,64,3.0,Bushwick,Brooklyn,40.70179,-73.93003,Private room,1,1.5,1.5 baths,1.0,70.0,151,4.91,4.92,4.71,4.95,4.87,4.85
Demetrio,90,5.0,Fieldston,Bronx,40.895813,-73.896957,Private room,4,2.0,2 baths,1.0,65.0,49,4.71,4.76,4.67,4.86,4.8,4.76
Edmund,100,1.0,Bedford-Stuyvesant,Brooklyn,40.68744,-73.92521,Shared room,2,1.0,1 shared bath,1.0,149.0,207,4.78,4.86,4.79,4.85,4.63,4.74
Ron,100,3.0,Bushwick,Brooklyn,40.6935,-73.91356,Private room,1,1.0,1 bath,2.0,89.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Jacinta,95,2.0,Glendale,Queens,40.698947,-73.89332519999999,Private room,1,1.0,1 shared bath,1.0,57.0,22,4.64,4.59,4.55,4.64,4.45,4.82
Van,75,2.0,Bedford-Stuyvesant,Brooklyn,40.68524,-73.93153,Entire home/apt,3,1.0,1 bath,1.0,75.0,43,3.65,3.77,3.47,4.16,4.37,3.7
Honey,100,1.0,Pelham Bay,Bronx,40.85176,-73.83242,Entire home/apt,2,1.0,1 bath,1.0,65.0,74,4.91,4.97,4.84,4.93,4.85,4.86
Ana,100,5.0,Crown Heights,Brooklyn,40.67247,-73.94797,Private room,2,1.0,1 shared bath,1.0,107.0,75,4.39,4.48,4.22,4.51,4.51,4.42
Ryan,74,2.0,Williamsburg,Brooklyn,40.71513,-73.96158,Entire home/apt,5,5.5,5.5 baths,3.0,750.0,108,4.97,4.97,4.93,4.96,4.99,4.87
Vida,95,52.0,Greenpoint,Brooklyn,40.72672,-73.93983,Entire home/apt,4,1.0,1 bath,1.0,159.0,4,5.0,5.0,5.0,5.0,4.75,4.25
Carlota,100,2.0,Harlem,Manhattan,40.83123,-73.94766,Private room,2,1.0,1 shared bath,1.0,150.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Kaz,78,366.0,Sunnyside,Queens,40.73696,-73.9205,Private room,1,1.0,1 shared bath,1.0,44.0,11,5.0,5.0,4.91,5.0,4.91,5.0
Jamal,90,3.0,Astoria,Queens,40.76035,-73.9039,Private room,1,1.0,1 shared bath,1.0,52.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Natalie,85,3.0,Chelsea,Manhattan,40.74101,-74.00441,Entire home/apt,2,1.0,1 bath,1.0,400.0,15,4.87,4.93,4.93,4.93,5.0,4.67
Gordon,62,8.0,Midtown,Manhattan,40.76085,-73.96655,Entire home/apt,2,1.0,1 bath,1.0,135.0,22,4.82,4.91,4.95,4.82,4.95,4.73
Freddy,96,5.0,Midwood,Brooklyn,40.61022,-73.97112,Entire home/apt,8,2.0,2 baths,4.0,450.0,52,4.54,4.65,4.29,4.83,4.77,4.54
Emine,96,9.0,Ditmars Steinway,Queens,40.77504992510785,-73.90654101587664,Private room,1,1.0,1 shared bath,1.0,70.0,15,4.93,4.93,4.87,4.93,4.87,4.87
Emilio,96,3.0,Harlem,Manhattan,40.82489,-73.94682,Private room,2,1.0,1 private bath,2.0,445.0,7,4.71,4.86,4.86,4.57,4.71,4.71
Hudson River,100,26.0,Hell's Kitchen,Manhattan,40.7544,-73.99684,Private room,2,1.0,1 private bath,1.0,178.0,13,3.38,3.92,3.54,3.85,4.31,3.69
Tobias,78,2.0,Williamsburg,Brooklyn,40.71806,-73.95905,Private room,2,1.0,1 shared bath,1.0,100.0,5,5.0,5.0,5.0,4.8,4.6,5.0
M David,83,1.0,Upper East Side,Manhattan,40.76348,-73.96422,Entire home/apt,2,1.0,1 bath,1.0,350.0,102,4.96,4.96,4.9,4.93,4.97,4.84
Alicia,79,31.0,Flushing,Queens,40.74435,-73.82452,Entire home/apt,7,1.0,1 bath,4.0,129.0,7,4.43,4.71,4.86,5.0,5.0,4.43
Jason,100,1.0,Harlem,Manhattan,40.8111,-73.9452,Private room,2,1.0,1 shared bath,1.0,80.0,39,4.97,4.95,5.0,4.97,4.92,4.97
Alex,98,2.0,Astoria,Queens,40.76378,-73.92231,Entire home/apt,4,1.0,1 bath,1.0,95.0,24,4.79,4.88,4.87,4.91,4.96,4.58
Walter,100,2.0,Bedford-Stuyvesant,Brooklyn,40.68360218817116,-73.93033815107098,Entire home/apt,4,1.0,1 bath,2.0,225.0,5,5.0,4.8,5.0,5.0,4.8,5.0
Qingming,49,9.0,Bay Ridge,Brooklyn,40.63834,-74.02568,Private room,1,1.0,1 shared bath,1.0,50.0,3,5.0,4.67,4.67,5.0,4.67,4.33
Olu,100,4.0,Rosedale,Queens,40.6534,-73.74631,Entire home/apt,4,1.0,1 bath,2.0,130.0,8,4.13,4.0,3.88,4.5,4.5,3.75
Rebecca,92,3.0,Flushing,Queens,40.75787385972994,-73.81367320040118,Private room,2,1.0,1 private bath,1.0,121.0,3,4.67,5.0,4.67,5.0,5.0,5.0
The Local Stay,81,78.0,Upper East Side,Manhattan,40.77375,-73.95215,Entire home/apt,3,1.0,1 bath,0.0,95.0,24,4.79,4.75,4.79,4.96,4.96,4.17
Maxine,99,5.0,Flatbush,Brooklyn,40.64312,-73.95258,Entire home/apt,6,1.0,1 bath,3.0,90.0,15,5.0,4.93,5.0,5.0,4.8,4.8
Emy,77,1.0,Bedford-Stuyvesant,Brooklyn,40.69229,-73.95634,Entire home/apt,2,1.0,1 bath,1.0,200.0,79,4.95,4.99,4.89,4.99,4.78,4.82
April,83,1.0,Chelsea,Manhattan,40.74271,-74.00052,Private room,1,1.0,1 shared bath,1.0,150.0,2,4.5,5.0,4.0,4.5,4.5,4.5
Ulrich,100,1.0,Ridgewood,Queens,40.70417,-73.9036,Private room,2,1.0,1 private bath,2.0,153.0,55,4.95,5.0,4.95,4.95,4.85,4.96
Roció,82,3.0,Sunnyside,Queens,40.7468249,-73.9230075,Private room,2,1.0,1 shared bath,1.0,85.0,10,4.8,4.7,4.8,4.9,4.9,4.7
Angelica,84,4.0,Bushwick,Brooklyn,40.6948,-73.91417,Private room,1,1.0,1 private bath,1.0,50.0,231,4.86,4.92,4.94,4.96,4.74,4.79
Daniel,86,1.0,Port Morris,Bronx,40.80858,-73.92983,Private room,2,1.0,1 shared bath,1.0,80.0,120,4.76,4.87,4.35,4.81,4.63,4.77
Yi,100,3.0,Sunset Park,Brooklyn,40.64315,-74.01656,Private room,1,1.0,1 shared bath,1.0,85.0,49,4.88,4.94,4.96,4.94,4.76,4.86
Alejandro,82,1.0,Upper East Side,Manhattan,40.7609,-73.96471,Private room,2,1.0,1 shared bath,1.0,149.0,138,4.88,4.9,4.95,4.96,4.91,4.73
Rafael,95,9.0,East Elmhurst,Queens,40.76338,-73.87012,Private room,8,1.0,1 shared bath,2.0,49.0,31,4.48,4.48,4.45,4.65,4.26,4.13
Laura,54,3.0,Bedford-Stuyvesant,Brooklyn,40.692265,-73.933617,Private room,2,1.0,1 shared bath,1.0,90.0,8,5.0,5.0,5.0,5.0,5.0,5.0
Bruno,92,4.0,Williamsburg,Brooklyn,40.7154879,-73.9403313,Private room,2,1.0,1 shared bath,1.0,85.0,47,4.94,4.96,4.83,4.79,4.89,4.77
Marcel,21,2.0,Williamsburg,Brooklyn,40.72013316165373,-73.9576318065701,Entire home/apt,5,1.0,1 bath,2.0,450.0,4,5.0,5.0,4.75,5.0,4.75,4.5
Amber,98,3.0,Bedford-Stuyvesant,Brooklyn,40.687,-73.92286,Private room,1,1.5,1.5 shared baths,1.0,89.0,28,4.96,4.96,4.93,5.0,4.64,4.86
Ike,100,4.0,Chinatown,Manhattan,40.71645,-73.99061,Entire home/apt,4,1.0,1 bath,2.0,135.0,126,4.91,4.92,4.93,4.98,4.87,4.87
MyNyHousing,84,115.0,Upper West Side,Manhattan,40.79085,-73.97385,Entire home/apt,3,1.0,1 bath,0.0,120.0,11,4.73,4.91,4.45,5.0,5.0,4.45
Brigitte,73,2.0,Harlem,Manhattan,40.80236,-73.95219,Private room,1,1.0,1 shared bath,1.0,91.0,14,5.0,4.93,4.93,5.0,4.93,4.86
Daryl,93,1.0,Morris Park,Bronx,40.85286,-73.8472,Private room,2,1.0,1 private bath,1.0,142.0,67,4.96,4.94,4.94,5.0,4.84,4.76
Demetra,93,1.0,College Point,Queens,40.787361386757446,-73.84576765313028,Entire home/apt,6,2.0,2 baths,3.0,250.0,10,5.0,5.0,5.0,5.0,5.0,5.0
Nelson,100,19.0,Harlem,Manhattan,40.82123,-73.95126,Entire home/apt,4,1.0,1 bath,2.0,314.0,16,5.0,4.94,5.0,4.88,4.81,4.81
Maria,77,20.0,Grant City,Staten Island,40.57935,-74.1101,Private room,1,1.0,1 shared bath,1.0,33.0,6,4.5,4.83,4.33,4.67,4.67,4.33
Bruce,88,10.0,Glendale,Queens,40.70549,-73.87313,Entire home/apt,6,1.0,1 bath,2.0,165.0,62,4.85,4.94,4.9,4.95,4.81,4.74
Linda,100,1.0,Bedford-Stuyvesant,Brooklyn,40.68371,-73.95058,Entire home/apt,4,1.0,1 bath,1.0,130.0,250,4.79,4.89,4.84,4.82,4.67,4.74
Jonathan,100,1.0,East New York,Brooklyn,40.67528,-73.88475,Entire home/apt,6,2.0,2 baths,3.0,200.0,76,4.99,4.99,5.0,5.0,4.75,4.97
Tamara,100,7.0,Springfield Gardens,Queens,40.66311,-73.77049,Shared room,3,1.0,1 shared bath,1.0,180.0,27,4.81,4.93,4.96,4.89,4.67,4.81
Heidi,99,6.0,Canarsie,Brooklyn,40.63557,-73.89422,Private room,2,1.0,1 shared bath,1.0,99.0,13,4.54,4.62,4.54,4.69,4.46,4.69
Justin,70,2.0,Park Slope,Brooklyn,40.67393,-73.98125,Entire home/apt,2,1.0,1 bath,1.0,100.0,5,4.8,5.0,4.4,5.0,5.0,4.6
Martha,91,6.0,Wakefield,Bronx,40.88944,-73.85987,Private room,1,1.0,1 shared bath,1.0,58.0,44,4.91,4.98,4.98,4.91,4.61,4.95
Apollo,26,20.0,Lower East Side,Manhattan,40.71854,-73.98464,Private room,1,1.0,1 bath,1.0,127.0,4,4.0,4.25,4.5,4.25,4.5,4.5
Dmitriy,75,2.0,Nolita,Manhattan,40.72299,-73.99438,Entire home/apt,4,1.0,1 bath,2.0,269.0,2,4.5,4.5,4.5,4.5,5.0,3.5
Amy,68,11.0,Flushing,Queens,40.74537,-73.83252,Private room,2,1.5,1.5 shared baths,1.0,70.0,316,4.46,4.61,4.53,4.72,4.5,4.57
Lisa,99,4.0,Harlem,Manhattan,40.8065536,-73.9568022,Entire home/apt,6,1.0,1 bath,3.0,537.0,24,4.63,4.75,4.83,4.88,4.88,4.54
Ioannis,100,8.0,Long Island City,Queens,40.75406595439933,-73.93413475485585,Private room,4,1.0,1 private bath,1.0,197.0,2,3.0,3.0,4.0,3.0,4.0,3.0
Faith,80,6.0,Rosedale,Queens,40.65594,-73.72897,Private room,1,1.0,1 shared bath,1.0,48.0,8,4.88,4.88,4.88,4.88,4.88,4.88
Mante,92,2.0,East Harlem,Manhattan,40.79521,-73.94326,Private room,2,1.0,1 bath,1.0,59.0,6,5.0,4.67,4.83,5.0,4.33,5.0
Alexandra,100,1.0,Washington Heights,Manhattan,40.85783,-73.92999,Entire home/apt,4,1.0,1 bath,0.0,75.0,172,4.73,4.82,4.67,4.91,4.71,4.67
Lisa,100,1.0,Harlem,Manhattan,40.80571,-73.95144,Entire home/apt,3,1.0,1 bath,1.0,235.0,140,4.96,4.97,4.96,4.98,4.73,4.83
Jas,93,2.0,East Elmhurst,Queens,40.76470195003744,-73.8820256665349,Entire home/apt,2,1.0,1 bath,1.0,142.0,107,4.87,4.82,4.82,4.9,4.7,4.72
Arlo SoHo,95,11.0,SoHo,Manhattan,40.7244,-74.00794,Hotel room,2,1.0,1 shared bath,1.0,283.0,3,5.0,5.0,5.0,5.0,5.0,4.67
Hjorth,100,1.0,Mariners Harbor,Staten Island,40.63862,-74.16349,Entire home/apt,2,1.0,1 bath,1.0,59.0,1,5.0,5.0,5.0,5.0,5.0,5.0
B,91,6.0,Greenpoint,Brooklyn,40.73601,-73.9547,Entire home/apt,6,1.0,1 bath,2.0,579.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Lillian,62,6.0,Harlem,Manhattan,40.80613,-73.95033,Private room,2,1.0,1 private bath,1.0,89.0,375,4.78,4.85,4.77,4.58,4.64,4.8
Leidis,99,5.0,Inwood,Manhattan,40.86299,-73.92182,Shared room,4,1.0,1 shared bath,2.0,169.0,55,4.71,4.73,4.78,4.69,4.49,4.58
Ben,57,2.0,Astoria,Queens,40.77372,-73.93024,Entire home/apt,4,1.0,1 bath,2.0,110.0,18,5.0,5.0,4.94,5.0,4.56,4.94
Andreas,100,1.0,Lower East Side,Manhattan,40.72026,-73.98721,Entire home/apt,2,1.0,1 bath,1.0,197.0,18,4.94,4.94,4.89,4.94,4.83,4.94
C S,78,5.0,Flatbush,Brooklyn,40.64909,-73.96118,Private room,5,1.0,1 shared bath,1.0,88.0,112,4.81,4.78,4.77,4.98,4.61,4.68
William,92,1.0,East Harlem,Manhattan,40.79264,-73.93808,Private room,2,1.0,1 private bath,1.0,157.0,96,4.92,4.91,4.9,4.99,4.66,4.83
Aamer,96,26.0,Midtown,Manhattan,40.74541,-73.98149,Private room,4,1.0,1 private bath,1.0,95.0,3,4.67,5.0,4.67,5.0,5.0,5.0
Jordan,100,1.0,Crown Heights,Brooklyn,40.67604924229948,-73.93077942078114,Entire home/apt,10,5.0,5 baths,4.0,620.0,20,4.8,4.8,4.8,4.95,4.6,4.75
Alisha,100,1.0,East New York,Brooklyn,40.66361525607849,-73.88550955835228,Entire home/apt,4,1.0,1 bath,2.0,110.0,4,4.75,4.5,4.75,5.0,4.5,4.25
Amelia,96,1.0,Sheepshead Bay,Brooklyn,40.60094705249438,-73.95054516009961,Private room,2,2.0,2 baths,3.0,289.0,225,4.98,4.98,4.98,5.0,4.86,4.92
George,0,1.0,Astoria,Queens,40.75629,-73.91689,Private room,1,1.0,1 shared bath,1.0,65.0,4,4.5,4.75,4.0,4.75,4.75,4.75
Michael,100,1.0,Greenwich Village,Manhattan,40.73149,-73.99296,Entire home/apt,2,1.0,1 bath,1.0,275.0,2,5.0,4.5,4.5,5.0,5.0,5.0
Katie And Perry,94,5.0,Fort Greene,Brooklyn,40.68693760776355,-73.97809737300614,Entire home/apt,2,1.0,1 bath,1.0,295.0,19,4.79,4.79,4.47,4.95,4.95,4.58
Halil,100,2.0,Ditmars Steinway,Queens,40.77359,-73.90955,Private room,1,1.0,1 shared bath,1.0,104.0,30,4.9,4.87,4.57,4.97,4.87,4.77
Criss,98,7.0,Parkchester,Bronx,40.830412,-73.87658809999999,Private room,2,1.0,1 bath,1.0,64.0,7,4.38,4.63,4.38,4.88,4.25,4.75
Nat,94,55.0,Washington Heights,Manhattan,40.85493221155216,-73.93010377493778,Entire home/apt,1,1.0,1 bath,0.0,63.0,3,4.67,4.67,3.67,4.33,4.67,4.67
Noura,25,3.0,Woodrow,Staten Island,40.54750859060909,-74.19027148608264,Private room,1,1.0,1 shared bath,1.0,60.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Kimberly Nicky,46,1.0,Red Hook,Brooklyn,40.67976,-74.00631,Private room,1,1.0,1 shared bath,1.0,65.0,21,4.71,4.81,4.43,4.9,4.43,4.81
Latonia,100,2.0,Harlem,Manhattan,40.80703,-73.94557,Private room,2,1.0,1 shared bath,1.0,110.0,18,4.83,4.78,4.89,4.94,4.5,4.72
Erica,96,8.0,Prospect-Lefferts Gardens,Brooklyn,40.66289,-73.95756,Private room,2,1.0,1 shared bath,1.0,65.0,80,4.74,4.83,4.73,4.86,4.75,4.74
Max,88,2.0,Upper West Side,Manhattan,40.79978,-73.96294,Private room,2,2.0,2 baths,1.0,62.0,103,4.72,4.76,4.53,4.96,4.83,4.65
Richard,99,1.0,Crown Heights,Brooklyn,40.673596754605335,-73.96294883809814,Entire home/apt,2,1.0,1 bath,1.0,193.0,47,4.96,4.91,4.98,4.98,4.85,4.85
Alexander,99,17.0,Sea Gate,Brooklyn,40.57765,-74.01229,Entire home/apt,3,1.0,1 bath,1.0,78.0,8,4.75,4.63,5.0,4.88,4.63,5.0
Emily,100,1.0,Carroll Gardens,Brooklyn,40.675797,-73.998322,Entire home/apt,4,1.0,1 bath,2.0,300.0,65,4.89,4.89,4.86,4.82,4.88,4.69
Lucia,100,1.0,Long Island City,Queens,40.75542936301737,-73.93468001374198,Private room,4,1.5,1.5 shared baths,1.0,150.0,15,4.8,4.8,4.6,4.93,4.8,4.73
Tia,98,3.0,Upper East Side,Manhattan,40.78307560388947,-73.94989787465123,Entire home/apt,2,1.0,1 bath,1.0,180.0,117,4.97,4.91,4.99,4.97,4.91,4.9
Starr,99,3.0,Flatbush,Brooklyn,40.64034653192358,-73.95943062378372,Entire home/apt,5,1.5,1.5 baths,2.0,150.0,22,4.82,4.82,4.64,4.91,4.73,4.86
Karen,98,10.0,Lower East Side,Manhattan,40.72107,-73.99284,Entire home/apt,2,1.0,1 bath,1.0,100.0,10,4.7,4.6,4.7,5.0,4.9,4.5
Julie,20,4.0,Harlem,Manhattan,40.80392,-73.94765,Entire home/apt,2,1.5,1.5 baths,1.0,175.0,18,4.75,4.83,4.72,4.94,4.56,4.72
Frank,100,1.0,SoHo,Manhattan,40.72622,-74.00159,Entire home/apt,2,1.0,1 bath,0.0,205.0,129,4.95,4.92,4.99,5.0,4.98,4.8
Stavros,100,2.0,Hell's Kitchen,Manhattan,40.75961545430558,-73.99467651471842,Entire home/apt,4,1.0,1 bath,1.0,441.0,19,5.0,5.0,5.0,5.0,5.0,4.83
Jessica,97,5.0,Greenpoint,Brooklyn,40.72383,-73.94352,Private room,1,1.0,1 shared bath,1.0,45.0,39,4.58,4.55,4.78,4.63,4.8,4.48
Karen,100,1.0,South Slope,Brooklyn,40.66241,-73.98388,Entire home/apt,4,1.5,1.5 baths,2.0,225.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Minee,100,9.0,Jamaica,Queens,40.67877,-73.78803,Private room,4,1.0,1 private bath,1.0,55.0,56,4.71,4.75,4.76,4.91,4.64,4.77
Cesar,50,4.0,Flatbush,Brooklyn,40.65336,-73.96231,Private room,4,1.0,1 shared bath,2.0,125.0,22,4.82,4.91,4.68,4.91,4.86,4.86
Michael,79,5.0,East Flatbush,Brooklyn,40.63564,-73.94428,Entire home/apt,4,1.0,1 bath,3.0,133.0,37,4.81,4.92,4.92,5.0,4.57,4.86
Josandra,92,1.0,Bedford-Stuyvesant,Brooklyn,40.68562,-73.92219,Shared room,5,1.0,1 shared bath,2.0,275.0,506,4.79,4.9,4.76,4.91,4.48,4.79
Briana,71,13.0,Bedford-Stuyvesant,Brooklyn,40.683126523524834,-73.92281313183614,Entire home/apt,4,2.0,2 baths,1.0,225.0,58,4.91,4.89,4.84,4.96,4.88,4.84
Urban Furnished,49,77.0,Hell's Kitchen,Manhattan,40.76289,-73.99263,Entire home/apt,4,1.0,1 bath,2.0,185.0,2,4.0,3.5,4.0,4.5,5.0,3.5
Brady,97,12.0,Bedford-Stuyvesant,Brooklyn,40.68879,-73.92859,Private room,2,2.0,2 shared baths,1.0,98.0,525,4.85,4.94,4.79,4.95,4.63,4.85
Aeysha B And Blas-Off,98,11.0,Bedford-Stuyvesant,Brooklyn,40.68724,-73.92087,Private room,3,1.0,1 bath,1.0,58.0,2,5.0,5.0,5.0,5.0,5.0,5.0
A J,98,12.0,Midtown,Manhattan,40.7523,-73.99083,Entire home/apt,2,1.0,1 bath,1.0,399.0,44,4.98,4.98,5.0,4.93,4.98,4.89
Fern,91,4.0,Crown Heights,Brooklyn,40.67096,-73.94151,Private room,2,2.0,2 shared baths,4.0,56.0,3,4.33,5.0,5.0,4.33,4.67,4.0
Mark,0,3.0,Midtown,Manhattan,40.76252,-73.97552,Private room,2,1.0,1 private bath,1.0,785.0,21,5.0,5.0,5.0,5.0,5.0,4.95
Patricia,100,3.0,Harlem,Manhattan,40.82399,-73.94415,Entire home/apt,8,1.0,1 bath,2.0,130.0,107,4.86,4.95,4.92,4.96,4.71,4.7
Michelle,85,2.0,Chelsea,Manhattan,40.75124,-73.99782,Entire home/apt,2,1.0,1 bath,1.0,155.0,204,4.63,4.75,4.66,4.93,4.88,4.51
Fanny,19,4.0,Flatbush,Brooklyn,40.64005,-73.96522,Entire home/apt,2,1.0,1 bath,1.0,99.0,5,4.8,5.0,4.8,4.6,4.8,5.0
Kimbe,90,3.0,Williamsburg,Brooklyn,40.71682,-73.96493,Entire home/apt,5,2.0,2 baths,3.0,325.0,7,5.0,5.0,5.0,5.0,4.86,4.86
Anna,92,1.0,Richmond Hill,Queens,40.69854606576296,-73.8381898176871,Entire home/apt,2,1.0,1 bath,1.0,164.0,14,4.93,4.93,5.0,5.0,4.79,4.93
Natalie,93,18.0,East Flatbush,Brooklyn,40.64982,-73.92977,Entire home/apt,4,1.0,1 bath,2.0,180.0,16,4.81,4.69,4.75,4.81,4.56,4.69
David,100,27.0,East Harlem,Manhattan,40.79605924784382,-73.9452053015563,Entire home/apt,4,1.0,1 bath,2.0,93.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Kristina,61,27.0,Crown Heights,Brooklyn,40.67799622778139,-73.94336600428838,Private room,2,1.0,1 shared bath,0.0,43.0,1,3.0,3.0,3.0,5.0,3.0,3.0
Coco,100,10.0,Flushing,Queens,40.768284,-73.831322,Private room,2,1.0,1 private bath,1.0,250.0,3,4.33,4.67,4.67,4.0,4.33,4.67
Oladunni,99,1.0,Mariners Harbor,Staten Island,40.62833,-74.15677,Entire home/apt,2,1.0,1 bath,1.0,50.0,32,4.88,4.94,4.94,4.91,4.84,4.94
Nick,33,1.0,Kips Bay,Manhattan,40.73931,-73.98043,Entire home/apt,2,1.0,1 bath,1.0,200.0,20,5.0,5.0,4.85,4.95,4.9,4.65
Sheila,86,8.0,Windsor Terrace,Brooklyn,40.65937,-73.97806,Entire home/apt,2,1.0,1 bath,1.0,150.0,121,4.83,4.92,4.9,4.93,4.93,4.83
Amedeo,96,5.0,Hell's Kitchen,Manhattan,40.76517,-73.98424,Entire home/apt,3,1.0,1 bath,1.0,120.0,2,5.0,5.0,4.5,5.0,5.0,5.0
Olivia,100,1.0,Nolita,Manhattan,40.72339,-73.99459,Entire home/apt,2,1.0,1 bath,2.0,375.0,99,4.87,4.92,4.93,4.95,4.96,4.78
Princess Bea Jenn,52,12.0,Kips Bay,Manhattan,40.743971086554765,-73.97682332735323,Entire home/apt,4,1.0,1 bath,1.0,91.0,4,5.0,4.33,4.67,5.0,5.0,4.0
Amy,100,4.0,Bedford-Stuyvesant,Brooklyn,40.6923,-73.93579,Entire home/apt,4,1.0,1 bath,2.0,111.0,8,5.0,4.88,5.0,5.0,4.5,4.75
Tom,25,1.0,Park Slope,Brooklyn,40.67746,-73.97294,Entire home/apt,4,2.0,2 baths,3.0,150.0,8,5.0,5.0,5.0,5.0,5.0,5.0
Judy,92,5.0,Flushing,Queens,40.75751,-73.83066,Private room,2,1.0,1 private bath,1.0,75.0,24,4.92,4.88,4.83,5.0,4.92,4.83
Lior,18,11.0,Hell's Kitchen,Manhattan,40.75738177913014,-73.99576099374268,Entire home/apt,2,1.0,1 bath,1.0,85.0,3,4.0,4.0,4.67,3.67,3.0,3.67
Javier,100,2.0,Harlem,Manhattan,40.81632,-73.95234,Private room,2,1.0,1 shared bath,1.0,70.0,40,4.65,4.83,4.85,4.93,4.43,4.6
Christine,99,4.0,Harlem,Manhattan,40.825766768590654,-73.94517349918645,Entire home/apt,5,1.0,1 bath,1.0,196.0,74,4.86,4.84,4.84,4.89,4.81,4.78
Moti,60,3.0,Prospect-Lefferts Gardens,Brooklyn,40.656089141043765,-73.96161577955125,Entire home/apt,4,1.0,1 bath,2.0,150.0,10,5.0,4.9,4.8,5.0,4.8,4.6
Max,100,2.0,Bedford-Stuyvesant,Brooklyn,40.69725914407987,-73.93661870272399,Entire home/apt,6,1.0,1 bath,2.0,312.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Raquel,100,1.0,Bedford-Stuyvesant,Brooklyn,40.6918929413144,-73.94467504699499,Private room,2,1.0,1 bath,1.0,140.0,41,4.93,4.98,4.76,5.0,4.93,4.8
Cindy,95,11.0,Bedford-Stuyvesant,Brooklyn,40.69775047421693,-73.93806290823056,Private room,2,1.0,1 private bath,1.0,195.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Aruna,100,2.0,Parkchester,Bronx,40.83828,-73.86018,Private room,2,1.0,1 shared bath,1.0,91.0,5,5.0,5.0,5.0,5.0,4.8,5.0
Shawn,100,1.0,Parkchester,Bronx,40.83369,-73.87373,Private room,2,1.0,1 shared bath,2.0,46.0,3,5.0,5.0,5.0,5.0,5.0,5.0
M,93,12.0,Theater District,Manhattan,40.76222,-73.98448,Private room,4,1.0,1 private bath,1.0,307.0,83,4.8,4.77,4.75,4.78,4.95,4.61
Alex,88,8.0,Murray Hill,Manhattan,40.74458,-73.97382,Entire home/apt,4,1.0,1 bath,1.0,100.0,18,4.94,4.89,4.72,5.0,4.83,4.83
Lane,0,1.0,Williamsburg,Brooklyn,40.7193,-73.95567,Entire home/apt,3,1.5,1.5 baths,1.0,180.0,183,4.96,4.97,4.97,4.98,4.93,4.86
Angela,65,6.0,Bedford-Stuyvesant,Brooklyn,40.68288,-73.95646,Private room,2,1.0,1 shared bath,1.0,90.0,73,4.71,4.36,4.58,4.7,4.39,4.54
Michelle,55,1.0,Windsor Terrace,Brooklyn,40.64923,-73.97971,Private room,2,1.0,1 private bath,2.0,179.0,49,4.98,5.0,5.0,5.0,4.94,4.9
Doron,100,7.0,Harlem,Manhattan,40.81547,-73.939,Entire home/apt,2,1.0,1 bath,1.0,80.0,8,4.38,4.5,4.25,4.38,4.88,4.38
Steven,98,4.0,Murray Hill,Manhattan,40.745882196465146,-73.97635320744612,Entire home/apt,4,1.5,1.5 baths,1.0,446.0,13,5.0,5.0,5.0,5.0,4.92,4.92
Joy,98,14.0,Springfield Gardens,Queens,40.68875,-73.75461,Entire home/apt,4,1.0,1 bath,1.0,65.0,55,4.67,4.73,4.76,4.82,4.6,4.67
Rachel,100,1.0,Bedford-Stuyvesant,Brooklyn,40.68119,-73.91066,Private room,2,1.0,1 shared bath,1.0,132.0,52,4.85,4.88,4.54,4.94,4.62,4.73
Inna,68,57.0,Upper East Side,Manhattan,40.76947,-73.95647,Entire home/apt,3,1.0,1 bath,0.0,129.0,30,4.8,4.9,4.93,4.9,5.0,4.6
